months_as_customer,policy_bind_date,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_education_level,insured_occupation,capital-gains,capital-loss,incident_type,incident_severity,authorities_contacted,incident_hour_of_the_day,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,fraud_reported,days_to_claim
439,1997-05-11,100/300,500,1280.9,0,High School,armed-forces,48900,-40900,Single Vehicle Collision,Minor Damage,Ambulance,9,NO,2,0,NO,15000,5000,30000,N,6473
66,1994-01-26,100/300,2000,1472.77,0,Associate,adm-clerical,0,-31700,Single Vehicle Collision,Total Loss,Other,0,NO,2,1,NO,8780,8780,30730,N,7692
128,2010-11-04,500/1000,1000,1878.44,0,High School,other-service,0,-76000,Single Vehicle Collision,Total Loss,Fire,2,NO,0,0,NO,5370,5370,48330,N,1569
69,1992-06-19,500/1000,500,1418.5,0,High School,armed-forces,0,0,Multi-vehicle Collision,Minor Damage,Police,23,NO,0,0,NO,12660,6330,44310,N,8265
294,2010-06-02,100/300,500,1532.8,0,College,prof-specialty,0,0,Single Vehicle Collision,Total Loss,Other,8,NO,0,3,YES,11960,11960,41860,N,1727
19,2002-10-12,250/500,500,1304.35,0,JD,transport-moving,0,0,Multi-vehicle Collision,Total Loss,Ambulance,6,NO,0,2,NO,11600,11600,52200,Y,4502
191,2008-02-25,500/1000,2000,1551.61,0,High School,armed-forces,45000,-30400,Vehicle Theft,Minor Damage,,3,YES,1,1,NO,250,250,1750,N,2553
4,1996-09-05,100/300,1000,1326.98,6000000,High School,machine-op-inspct,64200,0,Multi-vehicle Collision,Minor Damage,Ambulance,14,YES,1,3,NO,4510,9020,40590,N,6704
298,1998-03-16,250/500,500,862.92,0,MD,machine-op-inspct,0,-71700,Multi-vehicle Collision,Major Damage,Other,16,NO,0,2,NO,11580,11580,46320,N,6151
231,2010-04-22,100/300,2000,1331.69,0,Masters,adm-clerical,0,0,Single Vehicle Collision,Minor Damage,Police,12,NO,1,2,NO,10300,10300,46350,N,1763
338,2008-01-25,250/500,2000,1486.04,0,Associate,armed-forces,0,-56200,Multi-vehicle Collision,Major Damage,Other,1,NO,2,3,NO,12820,6410,44870,Y,2546
261,2000-09-10,100/300,1000,870.55,0,PhD,prof-specialty,0,-49400,Single Vehicle Collision,Minor Damage,Other,19,NO,0,3,NO,13380,13380,53520,N,5252
321,2008-04-23,500/1000,2000,1344.56,6000000,Associate,machine-op-inspct,0,-39100,Vehicle Theft,Trivial Damage,Police,7,NO,1,2,NO,520,0,4160,N,2486
0,2011-02-18,500/1000,1000,1377.04,0,College,tech-support,61400,-41100,Multi-vehicle Collision,Minor Damage,Ambulance,6,NO,1,1,NO,6620,6620,26480,N,1429
405,2012-04-24,250/500,500,1237.88,0,MD,exec-managerial,0,-46900,Single Vehicle Collision,Major Damage,Police,11,NO,0,0,NO,5780,5780,52020,Y,994
304,2001-09-25,100/300,1000,1525.86,0,PhD,craft-repair,0,0,Single Vehicle Collision,Minor Damage,Other,2,YES,1,1,YES,13340,6670,53360,N,4866
1,2006-05-24,500/1000,500,854.58,0,JD,craft-repair,52200,0,Single Vehicle Collision,Minor Damage,Police,15,NO,2,3,YES,7890,23670,55230,N,3144
26,1992-01-30,250/500,1000,770.76,0,Masters,tech-support,0,-53700,Single Vehicle Collision,Major Damage,Police,0,NO,0,2,NO,9960,4980,34860,N,8420
202,2009-01-24,100/300,2000,1132.74,0,Associate,armed-forces,0,-37500,Single Vehicle Collision,Major Damage,Other,12,YES,1,1,NO,7040,14080,56320,N,2202
289,1995-08-29,500/1000,500,1173.37,8000000,PhD,handlers-cleaners,0,-42700,Single Vehicle Collision,Total Loss,Other,1,NO,1,0,NO,8580,0,34320,N,7073
61,2011-07-31,100/300,2000,1188.28,6000000,JD,farming-fishing,0,-53800,Multi-vehicle Collision,Major Damage,Fire,16,YES,1,0,NO,11960,5980,35880,Y,1294
334,2013-01-05,100/300,1000,876.88,6000000,MD,sales,0,0,Single Vehicle Collision,Minor Damage,Police,2,NO,2,1,NO,12740,6370,38220,N,728
12,1994-11-18,500/1000,1000,1143.95,0,PhD,tech-support,51400,0,Multi-vehicle Collision,Minor Damage,Police,13,NO,2,1,NO,5930,5930,41510,N,7383
86,2014-08-30,100/300,2000,1409.06,0,High School,prof-specialty,74200,-68100,Single Vehicle Collision,Minor Damage,Police,0,NO,2,2,YES,9680,14520,38720,N,153
83,2006-01-01,500/1000,1000,1070.63,0,High School,machine-op-inspct,0,0,Multi-vehicle Collision,Total Loss,Fire,0,NO,0,1,NO,6160,12320,43120,N,3337
126,1998-09-10,500/1000,2000,916.13,0,College,sales,55300,-58400,Multi-vehicle Collision,Total Loss,Police,16,YES,2,0,NO,6180,12360,55620,N,5963
209,2010-01-28,250/500,500,1191.5,0,High School,priv-house-serv,38600,-52900,Single Vehicle Collision,Total Loss,Police,8,NO,2,0,NO,8900,8900,62300,N,1829
283,2003-01-04,500/1000,1000,1474.66,0,JD,sales,0,-46200,Parked Car,Trivial Damage,Police,9,NO,2,3,NO,820,820,4920,N,4427
194,2004-05-24,250/500,1000,1193.45,0,JD,other-service,0,0,Single Vehicle Collision,Total Loss,Ambulance,11,NO,2,1,YES,11760,5880,41160,N,3897
184,1994-09-12,250/500,1000,1437.53,0,College,transport-moving,0,0,Multi-vehicle Collision,Minor Damage,Ambulance,6,NO,0,2,NO,11940,5970,35820,Y,7448
479,1997-07-07,100/300,2000,1304.83,0,College,other-service,0,0,Single Vehicle Collision,Total Loss,Ambulance,18,NO,0,0,NO,5050,10100,45450,N,6395
284,1991-03-01,250/500,1000,1168.8,0,JD,tech-support,0,-42400,Single Vehicle Collision,Total Loss,Other,11,NO,0,3,YES,6500,3250,26000,N,8765
65,2001-09-29,100/300,1000,1164.97,0,College,adm-clerical,43000,-42500,Single Vehicle Collision,Total Loss,Ambulance,17,NO,1,2,YES,3570,7140,32130,N,4858
222,2012-01-10,250/500,1000,1232.72,0,High School,armed-forces,87800,-51200,Multi-vehicle Collision,Major Damage,Fire,21,NO,1,0,NO,14660,14660,58640,Y,1126
196,2001-07-05,250/500,2000,1800.76,0,JD,protective-serv,0,-78600,Multi-vehicle Collision,Minor Damage,Ambulance,0,NO,1,0,NO,4780,4780,38240,N,4941
253,1991-08-07,500/1000,500,1187.01,7000000,Associate,tech-support,46300,-33000,Vehicle Theft,Trivial Damage,Police,9,NO,0,1,NO,640,640,2560,N,8580
280,2012-07-24,100/300,1000,1559.34,0,JD,transport-moving,0,-51600,Single Vehicle Collision,Total Loss,Fire,1,NO,0,2,NO,14000,7000,56000,N,938
5,2014-07-27,250/500,2000,1137.02,0,PhD,farming-fishing,31500,0,Single Vehicle Collision,Total Loss,Ambulance,22,YES,1,3,NO,16020,16020,56070,N,182
220,1994-08-08,100/300,1000,1281.72,0,College,farming-fishing,33500,-49500,Multi-vehicle Collision,Minor Damage,Fire,20,NO,0,2,YES,4340,4340,39060,N,7494
85,2001-12-09,100/300,1000,796.35,0,MD,craft-repair,72400,-77000,Multi-vehicle Collision,Total Loss,Fire,9,YES,2,1,YES,5360,10720,42880,N,4821
266,1990-03-14,250/500,500,1270.02,0,Associate,tech-support,0,-45800,Parked Car,Minor Damage,Police,5,NO,1,2,NO,480,240,1440,N,9066
41,2006-03-28,100/300,1000,1383.13,0,JD,prof-specialty,46700,0,Vehicle Theft,Trivial Damage,Police,12,YES,1,1,NO,530,1060,5300,N,3259
316,2013-12-23,100/300,2000,1290.74,5000000,High School,prof-specialty,58300,0,Multi-vehicle Collision,Major Damage,Ambulance,6,NO,2,0,YES,7170,14340,57360,N,416
285,1991-09-30,100/300,1000,1216.68,0,Masters,sales,55100,0,Vehicle Theft,Trivial Damage,Police,8,NO,1,1,NO,300,300,2100,N,8499
379,2001-12-27,100/300,500,1251.16,0,Associate,machine-op-inspct,41400,0,Single Vehicle Collision,Total Loss,Ambulance,14,NO,0,1,NO,6330,6330,63300,N,4798
15,2005-04-07,250/500,2000,1586.41,0,High School,sales,33500,-58900,Single Vehicle Collision,Major Damage,Police,10,YES,1,3,NO,6870,13740,54960,Y,3575
354,2003-04-08,500/1000,2000,1526.11,5000000,Masters,sales,0,0,Single Vehicle Collision,Minor Damage,Police,12,NO,2,3,YES,15040,15040,60160,N,4288
342,2005-11-14,100/300,1000,1028.44,0,College,prof-specialty,0,0,Single Vehicle Collision,Major Damage,Ambulance,12,NO,0,0,NO,14720,7360,58880,N,3360
169,2005-01-07,100/300,1000,1555.94,0,PhD,craft-repair,23300,0,Multi-vehicle Collision,Total Loss,Other,12,NO,1,3,YES,6590,13180,59310,N,3670
339,1994-02-14,500/1000,2000,1570.77,0,JD,adm-clerical,98800,-65300,Vehicle Theft,Minor Damage,,13,NO,0,3,NO,1240,620,4960,N,7643
259,1996-01-23,100/300,2000,1170.53,0,PhD,armed-forces,65000,-49200,Multi-vehicle Collision,Total Loss,Fire,17,NO,1,2,YES,5690,11380,45520,N,6929
65,1999-12-12,250/500,1000,1099.95,0,College,sales,0,-71900,Single Vehicle Collision,Major Damage,Other,14,NO,1,0,YES,6550,6550,39300,Y,5513
254,2004-07-15,250/500,2000,1472.43,0,MD,tech-support,0,-90600,Multi-vehicle Collision,Major Damage,Ambulance,3,NO,1,3,YES,5780,11560,46240,N,3831
440,2012-11-07,250/500,500,1275.62,0,Associate,priv-house-serv,0,-56200,Multi-vehicle Collision,Minor Damage,Police,18,YES,2,1,NO,6140,6140,49120,N,807
478,2009-06-29,250/500,1000,1292.3,0,High School,adm-clerical,47600,0,Parked Car,Minor Damage,,5,YES,1,3,NO,940,470,3290,Y,2063
230,2000-06-26,250/500,2000,1009.37,0,College,prof-specialty,45400,-39400,Single Vehicle Collision,Total Loss,Fire,19,NO,0,2,YES,13480,13480,47180,N,5349
138,2002-01-09,500/1000,500,1093.07,4000000,PhD,other-service,27700,-72400,Single Vehicle Collision,Major Damage,Other,0,NO,2,2,NO,6930,13860,62370,N,4745
239,2013-11-11,250/500,1000,1325.44,7000000,JD,farming-fishing,51400,-6300,Parked Car,Trivial Damage,Police,22,NO,0,2,YES,1660,830,8300,N,464
93,2008-01-14,100/300,2000,1017.18,0,MD,prof-specialty,0,0,Multi-vehicle Collision,Major Damage,Police,21,YES,1,3,NO,8740,8740,30590,N,2591
37,2003-03-04,100/300,1000,1221.17,0,Masters,protective-serv,49300,0,Multi-vehicle Collision,Minor Damage,Ambulance,4,YES,0,0,YES,5670,11340,34020,N,4344
254,1994-06-07,100/300,500,1927.87,0,MD,prof-specialty,0,0,Single Vehicle Collision,Minor Damage,Fire,10,YES,0,1,NO,0,5410,37870,Y,7533
131,2013-07-04,250/500,1000,978.27,0,Associate,sales,65700,0,Single Vehicle Collision,Major Damage,Fire,5,NO,1,3,NO,15280,7640,53480,N,579
230,2002-06-30,100/300,2000,1221.14,0,MD,prof-specialty,48100,0,Single Vehicle Collision,Total Loss,Ambulance,13,NO,0,2,NO,13720,13720,48020,N,4574
313,2004-06-30,100/300,2000,1255.62,0,MD,armed-forces,0,0,Multi-vehicle Collision,Major Damage,Other,18,YES,2,1,YES,13800,6900,48300,Y,3869
210,1998-12-19,250/500,500,999.52,0,JD,tech-support,0,0,Vehicle Theft,Minor Damage,Police,6,NO,1,2,NO,1440,720,6480,N,5869
101,2014-08-31,250/500,500,1380.89,0,PhD,armed-forces,30000,-53000,Multi-vehicle Collision,Minor Damage,Ambulance,0,NO,2,1,NO,12220,12220,42770,N,181
153,2005-11-10,500/1000,500,1010.77,0,High School,transport-moving,52300,-55600,Multi-vehicle Collision,Total Loss,Ambulance,5,NO,0,3,NO,4250,4250,34000,N,3354
337,2000-05-04,100/300,500,1205.86,0,Associate,armed-forces,0,-34600,Single Vehicle Collision,Minor Damage,Fire,8,YES,0,1,NO,14400,7200,64800,N,5386
360,2001-11-26,500/1000,1000,1526.61,0,Masters,handlers-cleaners,0,-32900,Vehicle Theft,Minor Damage,Police,5,YES,2,2,NO,840,840,2940,Y,4813
428,2014-05-06,100/300,1000,1496.44,0,High School,tech-support,0,0,Parked Car,Trivial Damage,Police,9,YES,2,2,NO,630,1260,5040,N,286
204,1991-01-27,100/300,500,1256.2,0,JD,sales,0,0,Multi-vehicle Collision,Minor Damage,Other,10,YES,1,2,YES,8340,8340,25020,N,8746
364,1992-04-28,100/300,500,1268.35,0,Masters,transport-moving,0,0,Single Vehicle Collision,Major Damage,Other,16,YES,2,1,NO,14060,14060,49210,Y,8292
185,2000-03-04,500/1000,2000,1421.59,0,College,other-service,0,0,Vehicle Theft,Trivial Damage,Police,8,NO,2,3,YES,900,450,3600,N,5446
63,1995-10-12,500/1000,500,1500.04,6000000,PhD,craft-repair,0,-36500,Vehicle Theft,Minor Damage,Police,5,NO,0,2,YES,860,860,3440,N,7064
210,2014-04-25,100/300,500,1433.24,0,College,exec-managerial,0,-19500,Multi-vehicle Collision,Total Loss,Fire,11,NO,2,1,NO,2730,2730,19110,Y,303
194,2011-01-26,100/300,2000,1231.25,0,PhD,craft-repair,46500,0,Multi-vehicle Collision,Minor Damage,Ambulance,15,NO,1,0,NO,4880,9760,39040,N,1443
294,1996-01-26,500/1000,500,1135.43,0,Masters,farming-fishing,22700,0,Multi-vehicle Collision,Total Loss,Police,23,YES,1,1,YES,3900,3900,35100,N,6949
272,1991-04-08,250/500,2000,945.73,5000000,MD,protective-serv,38600,-42800,Single Vehicle Collision,Minor Damage,Fire,23,NO,0,0,NO,16820,8410,58870,Y,8703
27,2002-06-29,100/300,2000,1118.76,0,College,adm-clerical,0,-55800,Single Vehicle Collision,Total Loss,Fire,23,NO,1,3,NO,6840,6840,47880,N,4625
251,1999-04-09,500/1000,2000,1231.98,0,Associate,other-service,0,-31700,Single Vehicle Collision,Minor Damage,Police,10,YES,0,0,NO,5530,5530,33180,N,5753
180,2009-04-19,500/1000,2000,1005.47,0,JD,protective-serv,58100,-49000,Multi-vehicle Collision,Minor Damage,Ambulance,12,NO,2,3,YES,11540,5770,40390,N,2128
392,1991-08-22,100/300,2000,1108.97,0,PhD,exec-managerial,68400,-66800,Single Vehicle Collision,Minor Damage,Other,4,NO,2,2,YES,16620,16620,74790,N,8546
143,1991-11-28,100/300,500,1392.39,5000000,High School,exec-managerial,0,-65700,Single Vehicle Collision,Minor Damage,Fire,16,NO,2,0,YES,10860,5430,38010,N,8446
371,2012-04-27,100/300,2000,1317.97,0,High School,craft-repair,34700,-81000,Multi-vehicle Collision,Major Damage,Ambulance,18,NO,1,2,NO,5380,5380,21520,Y,996
292,2007-03-04,250/500,1000,1588.22,0,JD,machine-op-inspct,0,-53800,Multi-vehicle Collision,Total Loss,Other,15,YES,1,1,NO,16920,8460,59220,N,2874
165,2012-12-31,250/500,500,900.02,6000000,College,craft-repair,0,-49900,Single Vehicle Collision,Total Loss,Other,8,NO,1,3,YES,6970,6970,55760,N,785
158,2013-12-21,100/300,1000,1744.64,3000000,JD,prof-specialty,0,0,Multi-vehicle Collision,Total Loss,Ambulance,4,NO,0,1,NO,3640,7280,25480,N,413
241,2005-04-28,250/500,1000,1260.56,0,JD,adm-clerical,0,-54900,Multi-vehicle Collision,Minor Damage,Police,20,NO,0,2,YES,4690,4690,28140,N,3587
103,1994-09-17,500/1000,2000,1021.14,0,Masters,other-service,69500,-47700,Multi-vehicle Collision,Major Damage,Ambulance,1,NO,2,3,NO,14380,14380,50330,N,7429
402,2003-08-16,250/500,2000,1285.09,0,JD,farming-fishing,48000,-79600,Single Vehicle Collision,Major Damage,Other,19,NO,0,2,YES,7530,15060,45180,Y,4214
102,2014-09-02,100/300,500,1537.07,3000000,JD,tech-support,0,0,Single Vehicle Collision,Total Loss,Other,11,NO,1,0,NO,9480,4740,33180,Y,155
182,2011-12-12,100/300,1000,1022.42,0,PhD,other-service,50000,-56900,Single Vehicle Collision,Total Loss,Other,13,YES,0,2,NO,7110,14220,49770,N,1163
282,1991-08-17,100/300,2000,1558.86,0,MD,other-service,51100,-75100,Single Vehicle Collision,Minor Damage,Police,2,NO,2,2,NO,13880,6940,48580,N,8585
222,2004-02-29,500/1000,500,1757.87,0,High School,transport-moving,71400,0,Multi-vehicle Collision,Major Damage,Other,9,YES,2,1,NO,5000,10000,40000,Y,3975
415,2015-02-22,250/500,1000,973.5,0,PhD,machine-op-inspct,50400,0,Multi-vehicle Collision,Total Loss,Police,15,YES,1,3,YES,7860,7860,35370,N,-20
51,2013-12-25,500/1000,500,1430.8,0,PhD,machine-op-inspct,0,0,Single Vehicle Collision,Major Damage,Fire,23,NO,2,3,NO,6420,19260,38520,Y,414
255,1990-10-13,500/1000,500,1192.27,0,High School,sales,0,-40200,Single Vehicle Collision,Total Loss,Other,16,NO,2,0,YES,12240,12240,42840,N,8849
143,2014-07-05,250/500,500,1163.83,0,Associate,protective-serv,37700,0,Multi-vehicle Collision,Major Damage,Other,21,YES,2,0,NO,6920,13840,55360,N,231
130,1991-11-25,500/1000,1000,1003.15,0,JD,farming-fishing,0,-38500,Multi-vehicle Collision,Minor Damage,Ambulance,21,YES,2,1,NO,13080,13080,58860,N,8460
242,1990-10-02,250/500,2000,1153.54,6000000,Masters,protective-serv,0,-57000,Multi-vehicle Collision,Minor Damage,Fire,3,NO,0,1,NO,12380,12380,43330,N,8899
96,2009-02-17,100/300,1000,1631.1,0,High School,priv-house-serv,0,0,Parked Car,Trivial Damage,Police,4,NO,1,2,NO,670,670,4690,N,2166
180,2005-07-17,500/1000,1000,1252.48,0,MD,machine-op-inspct,0,-55800,Vehicle Theft,Minor Damage,,17,NO,1,3,NO,1020,510,3570,N,3495
150,1994-03-12,100/300,1000,1677.26,0,College,sales,40100,0,Vehicle Theft,Trivial Damage,Police,7,YES,1,3,YES,510,510,3570,N,7609
463,1994-08-03,250/500,1000,979.73,0,JD,exec-managerial,51700,0,Multi-vehicle Collision,Major Damage,Other,14,NO,1,2,NO,7240,14480,50680,Y,7498
472,2012-08-25,250/500,500,989.24,0,Masters,other-service,0,0,Single Vehicle Collision,Major Damage,Fire,13,NO,2,3,NO,14180,7090,49630,N,910
75,2011-12-02,500/1000,1000,1389.86,0,Associate,priv-house-serv,0,0,Multi-vehicle Collision,Total Loss,Other,23,NO,2,3,YES,6510,6510,52080,N,1143
193,2005-02-25,100/300,500,1233.85,0,College,handlers-cleaners,0,0,Multi-vehicle Collision,Total Loss,Ambulance,23,NO,2,1,YES,0,14280,49980,N,3655
43,1997-11-07,500/1000,500,1320.39,0,Associate,armed-forces,0,0,Single Vehicle Collision,Major Damage,Ambulance,16,NO,2,1,NO,7270,21810,50890,Y,6282
253,2004-04-20,100/300,1000,1435.09,0,College,machine-op-inspct,36600,0,Single Vehicle Collision,Total Loss,Police,17,NO,2,0,NO,6290,6290,44030,N,3918
152,2009-11-17,500/1000,500,1448.54,0,JD,craft-repair,58600,0,Single Vehicle Collision,Major Damage,Fire,9,YES,1,1,NO,7690,7690,69210,Y,1912
160,2009-09-19,250/500,500,1733.56,0,High School,sales,0,-43800,Multi-vehicle Collision,Major Damage,Fire,13,NO,2,1,YES,7420,14840,44520,N,1938
56,2009-11-08,100/300,500,1533.07,0,JD,farming-fishing,0,-28800,Single Vehicle Collision,Major Damage,Police,13,YES,1,2,YES,0,6500,52000,N,1899
286,2001-09-12,100/300,500,1106.77,0,College,prof-specialty,45500,-62500,Parked Car,Trivial Damage,Police,3,NO,2,0,NO,500,500,4000,N,4915
3,1992-11-27,100/300,500,995.7,5000000,JD,priv-house-serv,0,0,Parked Car,Trivial Damage,Police,3,NO,2,1,NO,500,1000,3500,Y,8102
286,1998-12-07,250/500,1000,1298.85,6000000,High School,sales,71300,-70300,Multi-vehicle Collision,Major Damage,Ambulance,16,NO,1,3,YES,6050,12100,36300,N,5872
239,1990-08-25,250/500,1000,1276.73,5000000,Masters,handlers-cleaners,0,0,Multi-vehicle Collision,Major Damage,Police,12,NO,1,3,NO,6880,6880,48160,N,8944
64,2011-10-22,250/500,2000,1202.28,0,High School,exec-managerial,0,-61400,Single Vehicle Collision,Minor Damage,Ambulance,4,NO,1,2,NO,4370,4370,34960,Y,1178
98,1990-02-01,100/300,500,671.92,0,Masters,machine-op-inspct,0,-26400,Single Vehicle Collision,Minor Damage,Other,3,NO,2,0,NO,7120,7120,49840,N,9123
16,1990-11-27,250/500,1000,1358.03,0,JD,sales,59300,-31400,Single Vehicle Collision,Total Loss,Other,0,NO,2,1,NO,10000,10000,35000,Y,8848
70,2004-07-16,250/500,1000,1008.79,4000000,Masters,adm-clerical,46000,0,Vehicle Theft,Trivial Damage,Police,19,NO,2,3,NO,0,550,3850,N,3833
75,1993-12-10,100/300,1000,1141.1,0,JD,armed-forces,0,0,Multi-vehicle Collision,Minor Damage,Police,15,NO,0,1,YES,5970,11940,53730,N,7750
246,1995-03-08,100/300,1000,1397.0,0,High School,machine-op-inspct,0,0,Single Vehicle Collision,Minor Damage,Other,6,NO,1,0,NO,6860,6860,48020,N,7241
110,2009-08-03,500/1000,1000,1664.66,0,Associate,priv-house-serv,0,-66200,Single Vehicle Collision,Total Loss,Ambulance,3,NO,0,3,NO,5750,5750,46000,N,2012
236,1996-11-03,250/500,1000,1151.39,4000000,Masters,exec-managerial,0,-63900,Parked Car,Minor Damage,Police,17,YES,0,0,NO,870,1740,6090,N,6633
267,2004-08-09,100/300,2000,1546.01,0,MD,adm-clerical,0,0,Multi-vehicle Collision,Total Loss,Police,4,NO,2,1,NO,15420,7710,53970,N,3802
463,1991-07-20,250/500,500,1063.67,0,Masters,priv-house-serv,0,0,Single Vehicle Collision,Minor Damage,Police,14,NO,2,0,YES,6600,6600,46200,N,8599
303,2005-01-14,100/300,1000,709.14,0,Masters,machine-op-inspct,0,0,Multi-vehicle Collision,Minor Damage,Fire,3,NO,1,0,NO,9980,4990,39920,N,3681
137,2011-12-16,250/500,500,1039.55,0,MD,exec-managerial,55600,-59700,Multi-vehicle Collision,Minor Damage,Other,4,NO,2,1,NO,6730,13460,53840,N,1158
56,1996-07-07,250/500,500,1339.39,0,Associate,adm-clerical,0,0,Single Vehicle Collision,Total Loss,Other,13,NO,1,2,YES,11180,11180,39130,N,6807
75,1992-08-05,250/500,1000,1202.75,0,High School,handlers-cleaners,57900,-90100,Multi-vehicle Collision,Minor Damage,Police,23,NO,0,2,YES,6630,13260,59670,N,8204
131,1990-10-09,100/300,2000,1081.17,0,MD,sales,0,-65200,Parked Car,Minor Damage,Police,3,NO,0,1,NO,490,490,3920,N,8877
153,1994-02-27,250/500,500,991.39,0,High School,tech-support,45600,-61400,Multi-vehicle Collision,Total Loss,Other,0,NO,1,0,NO,14140,14140,49490,N,7670
255,2007-05-06,500/1000,500,984.02,0,JD,transport-moving,75800,0,Multi-vehicle Collision,Major Damage,Fire,14,NO,2,2,NO,7470,14940,52290,Y,2837
103,2014-04-21,100/300,500,1354.83,0,MD,tech-support,66300,0,Multi-vehicle Collision,Minor Damage,Police,14,NO,2,2,NO,4060,4060,32480,N,272
97,2010-02-11,100/300,1000,830.31,0,JD,farming-fishing,0,-32600,Single Vehicle Collision,Total Loss,Ambulance,22,NO,1,0,NO,10060,10060,25150,N,1797
214,2000-06-04,100/300,2000,987.42,7000000,Associate,machine-op-inspct,0,0,Multi-vehicle Collision,Minor Damage,Ambulance,17,NO,0,3,NO,4280,8560,34240,N,5354
438,1991-10-05,500/1000,500,1119.29,0,MD,machine-op-inspct,0,0,Single Vehicle Collision,Minor Damage,Police,14,NO,0,0,NO,4070,4070,32560,Y,8503
87,2004-01-03,100/300,500,1048.39,0,Masters,transport-moving,0,0,Single Vehicle Collision,Minor Damage,Police,2,NO,2,1,YES,6300,3150,25200,N,4059
27,1992-07-23,500/1000,1000,1074.47,0,MD,protective-serv,0,0,Parked Car,Trivial Damage,Police,4,NO,2,0,NO,400,400,2400,N,8240
206,1993-10-10,500/1000,1000,1230.76,0,High School,machine-op-inspct,0,-74200,Single Vehicle Collision,Major Damage,Fire,2,NO,1,1,NO,7180,14360,57440,Y,7755
127,2002-07-09,500/1000,500,1255.02,0,Associate,sales,58200,0,Parked Car,Minor Damage,,10,YES,1,0,NO,560,1120,4480,N,4571
422,2010-11-14,100/300,1000,1555.52,0,MD,machine-op-inspct,43600,-67800,Single Vehicle Collision,Major Damage,Ambulance,11,YES,1,1,NO,15500,7750,62000,N,1553
303,1997-03-03,100/300,2000,836.11,5000000,Masters,sales,0,0,Multi-vehicle Collision,Major Damage,Fire,1,YES,1,2,NO,12140,6070,54630,N,6532
228,1997-03-01,100/300,500,1450.98,0,Associate,exec-managerial,43700,0,Parked Car,Trivial Damage,Police,20,NO,0,2,NO,1100,1100,3850,N,6532
239,1990-08-18,250/500,2000,625.08,0,JD,protective-serv,44200,-37000,Single Vehicle Collision,Major Damage,Fire,10,NO,2,3,YES,15980,7990,63920,Y,8904
330,2014-05-28,100/300,2000,1133.27,0,High School,craft-repair,0,-56400,Multi-vehicle Collision,Total Loss,Other,20,NO,0,2,YES,11000,5500,44000,Y,277
128,2004-07-22,500/1000,500,1366.6,0,MD,machine-op-inspct,0,0,Multi-vehicle Collision,Minor Damage,Fire,10,NO,2,1,NO,16040,16040,56140,N,3815
147,2009-08-02,500/1000,1000,1439.9,6000000,Associate,prof-specialty,0,-48400,Multi-vehicle Collision,Total Loss,Other,2,NO,1,2,NO,9760,4880,39040,N,2006
287,2007-07-05,500/1000,1000,1230.69,0,Masters,transport-moving,0,-54600,Single Vehicle Collision,Minor Damage,Fire,19,NO,0,2,NO,5380,5380,43040,N,2746
142,2010-01-24,100/300,2000,1307.68,0,MD,craft-repair,0,-48500,Single Vehicle Collision,Major Damage,Police,10,YES,1,2,NO,4530,9060,40770,Y,1831
162,2000-05-15,500/1000,2000,1124.69,0,Masters,handlers-cleaners,0,0,Single Vehicle Collision,Major Damage,Police,14,YES,0,3,YES,9880,4940,39520,N,5394
140,2008-03-21,100/300,1000,1520.78,0,High School,craft-repair,0,-42900,Parked Car,Trivial Damage,,5,NO,0,2,YES,520,260,2080,Y,2497
106,1990-05-07,100/300,2000,1609.11,0,High School,craft-repair,0,0,Vehicle Theft,Minor Damage,Police,8,YES,2,1,YES,0,1220,4270,N,9022
292,1991-02-05,500/1000,1000,1358.91,0,Masters,craft-repair,0,0,Vehicle Theft,Trivial Damage,Police,4,NO,0,2,NO,670,1340,5360,N,8739
34,1992-03-19,500/1000,500,1295.87,0,PhD,priv-house-serv,0,0,Multi-vehicle Collision,Major Damage,Ambulance,4,NO,1,0,NO,5080,5080,40640,Y,8335
290,2013-04-24,250/500,500,1161.03,5000000,Associate,adm-clerical,45300,0,Multi-vehicle Collision,Minor Damage,Fire,20,NO,1,1,NO,5190,5190,31140,N,660
182,2009-04-10,500/1000,2000,1441.06,0,Masters,armed-forces,53800,-78300,Single Vehicle Collision,Total Loss,Police,18,NO,2,3,YES,8150,16300,65200,N,2099
362,2008-12-01,100/300,1000,1097.99,0,JD,other-service,44400,-71500,Multi-vehicle Collision,Total Loss,Police,0,NO,0,3,NO,0,0,39690,N,2269
143,2000-07-05,500/1000,1000,1464.42,0,High School,exec-managerial,79900,0,Single Vehicle Collision,Major Damage,Ambulance,1,NO,2,0,NO,5660,5660,50940,N,5307
183,2014-06-11,250/500,500,1543.68,0,Masters,prof-specialty,20200,0,Single Vehicle Collision,Major Damage,Police,17,NO,0,1,YES,9440,4720,37760,Y,227
254,1995-04-23,250/500,500,1390.89,5000000,College,armed-forces,0,-74400,Single Vehicle Collision,Minor Damage,Other,23,NO,2,2,NO,9720,4860,38880,N,7251
249,1990-09-16,100/300,2000,1148.58,0,MD,adm-clerical,0,-71200,Multi-vehicle Collision,Total Loss,Fire,4,YES,2,1,YES,5710,5710,45680,N,8919
